Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Kanagawa/AC1702/2017	EPI1126324	2017-11-14	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.08	0.21	6b1.A	0.00	0.00	0.00	7.00	0.01	13.00	2017.87	2017-11-14
A/Oman/3415/2017	EPI1082200	2017-06-22	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.13	12.00	2017.47	2017-06-22
A/Stockholm/33/2017	EPI1086470	2017-06-13	Europe	Sweden	unknown	Public Health Agency Of Sweden	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.17	11.00	2017.45	2017-06-14
A/Tanzania/144/2018	EPI1267141	2018-05-17	Africa	Tanzania	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	8.00	0.08	13.00	2018.38	2018-05-17
A/India/7078/2017	EPI1078382	2017-05-24	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.17	11.00	2017.40	2017-05-25
A/Irkutsk/1727/2018	EPI1222031	2018-03-22	West Asia	Russia	unknown	State Research Center Of Virology And Biotechnology (Vector)	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.01	11.00	2018.22	2018-03-23
A/India/9929/2017	EPI1161934	2017-10-24	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.03	11.00	2017.82	2017-10-25
A/Oman/4775/2017	EPI1088717	2017-09-16	West Asia	Oman	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.05	12.00	2017.71	2017-09-16
A/Pakistan/456/2018	EPI1246340	2018-01-15	West Asia	Pakistan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.01	12.00	2018.04	2018-01-15
A/NewZealand/2341/2017	EPI1107482	2017-08-24	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.06	11.00	2017.65	2017-08-24
A/Taiwan/1438/2017	EPI1155190	2017-11-04	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.03	12.00	2017.85	2017-11-05
A/Taiwan/1437/2017	EPI1197933	2017-11-04	China	Taiwan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.03	12.00	2017.85	2017-11-05
A/California/73/2017	EPI1078459	2017-08-22	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.09	11.00	2017.64	2017-08-23
A/Osaka-C/12/2017	EPI1190088	2017-11-18	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.03	11.00	2017.88	2017-11-19
A/Philippines/935/2017	EPI1141217	2017-09-10	Southeast Asia	Philippines	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	7.00	0.08	11.00	2017.70	2017-09-11
A/Paris/1289/2017	EPI1043315	2017-07-10	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.15	11.00	2017.52	2017-07-10
A/Brisbane/82/2017	EPI1126074	2017-06-01	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.23	11.00	2017.42	2017-06-01
A/Tokyo/EH1610/2017	EPI1082223	2017-08-17	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.10	11.00	2017.63	2017-08-17
A/Tokyo/EH1608/2017	EPI1164265	2017-08-15	Japan Korea	Japan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.10	12.00	2017.62	2017-08-16
A/Aomori/1/2017	EPI1147985	2017-10-16	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.05	11.00	2017.79	2017-10-17
A/Macau/604417/2017	EPI1252216	2017-09-26	China	China	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.06	11.00	2017.74	2017-09-26
A/Pakistan/317/2017	EPI1141161	2017-11-12	West Asia	Pakistan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.18	0.21	6b1.A	0.00	0.00	0.00	7.00	0.12	11.00	2017.87	2017-11-13
A/Ecuador/533/2017	EPI1182023	2017-11-06	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.18	0.21	6b1.A	0.00	0.00	0.00	7.00	0.18	11.00	2017.85	2017-11-06
A/Cambodia/FSS38268/2018	EPI1265806	2018-06-22	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.18	0.21	6b1.A	0.00	0.00	0.00	7.00	0.15	11.00	2018.47	2018-06-22
A/Vietnam/216/2018	EPI1345055	2018-09-13	Southeast Asia	Vietnam	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.18	0.21	6b1.A	0.00	0.00	0.00	7.00	0.10	11.00	2018.70	2018-09-13
A/Kobe/401/2018	EPI1326968	2018-10-19	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.18	0.21	6b1.A	0.00	0.00	0.00	7.00	0.09	11.00	2018.80	2018-10-19
A/NewZealand/2280/2017	EPI1099267	2017-09-20	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.07	11.00	2017.72	2017-09-20
A/NewZealand/2264/2017	EPI1099275	2017-09-24	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.07	11.00	2017.73	2017-09-25
A/Kanagawa/ZC1708/2017	EPI1148003	2017-12-14	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.03	12.00	2017.96	2017-12-15
A/Moscow/102/2017	EPI1171678	2017-12-26	West Asia	Russia	unknown	Who National Influenza Centre Russian Federation	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.02	13.00	2017.99	2017-12-27
A/Norway/3168/2017	EPI1141954	2017-09-17	Europe	Norway	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.07	11.00	2017.71	2017-09-18
A/Kawasaki/141/2017	EPI1315122	2017-10-01	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.06	11.00	2017.75	2017-10-02
A/Michigan/272/2017	EPI1047355	2017-07-18	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.14	11.00	2017.54	2017-07-18
A/Paris/1459/2017	EPI1104357	2017-10-20	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.05	11.00	2017.80	2017-10-20
A/Macau/600313/2018	EPI1242955	2018-01-11	China	China	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.16	0.21	6b1.A	0.00	0.00	0.00	6.00	0.02	11.00	2018.03	2018-01-12
A/Ontario/RV2293/2017	EPI1105224	2017-09-08	North America	Canada	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.23	13.00	2017.69	2017-09-08
A/SriLanka/3/2018	EPI1179600	2018-01-04	South Asia	Sri Lanka	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.13	13.00	2018.01	2018-01-05
A/AbuDhabi/130/2018	EPI1329695	2018-10-13	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-7	0.00	0.00	0.03	7.00	0.09	18.00	2018.79	2018-10-14
A/Ontario/RV0796/2019	EPI1366135	2019-02-03	North America	Canada	unknown	Public Health Agency Of Canada (Phac)	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-7	0.00	0.00	0.03	6.00	0.08	16.00	2019.10	2019-02-04
A/India/3188/2018	EPI1278075	2018-03-08	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A/183P-7	0.00	0.00	0.00	6.00	0.35	15.00	2018.18	2018-03-08
A/Moscow/RII-512S/2018	EPI1352263	2018-12-24	West Asia	Russia	unknown	Who National Influenza Centre Russian Federation	unknown	unknown	unknown	0.09	0.21	6b1.A/183P-7	0.00	0.00	0.00	6.00	0.08	17.00	2018.98	2018-12-24
A/StPetersburg/RII-559/2018	EPI1352413	2018-11-18	West Asia	Russia	unknown	Who National Influenza Centre Russian Federation	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-7	0.00	0.00	0.00	6.00	0.17	16.00	2018.88	2018-11-19
A/Mie/26/2018	EPI1342238	2018-11-02	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-7	0.00	0.00	0.00	6.00	0.20	16.00	2018.84	2018-11-02
A/Centre/760/2019	EPI1367140	2019-02-03	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-7	0.00	0.00	0.00	7.00	0.10	16.00	2019.10	2019-02-04
A/Netherlands/10070/2019	EPI1365213	2019-02-06	Europe	Netherlands	unknown	National Institute For Public Health And The Environment (Rivm)	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-7	0.00	0.00	0.00	6.00	0.10	15.00	2019.10	2019-02-07
A/ChiangRai/11/2018	EPI1281616	2018-01-14	Southeast Asia	Thailand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.02	14.00	2018.04	2018-01-14
A/Nonthaburi/46/2018	EPI1281619	2018-02-25	Southeast Asia	Thailand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.01	13.00	2018.16	2018-02-26
A/Perth/21/2018	EPI1269280	2018-03-29	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.01	13.00	2018.24	2018-03-29
A/Perth/339/2017	EPI1153127	2017-11-07	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.06	13.00	2017.85	2017-11-08
A/Osaka-C/10/2018	EPI1252884	2018-02-01	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	8.00	0.08	13.00	2018.09	2018-02-01
A/Kanagawa/AC1710/2017	EPI1148024	2017-12-19	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.20	12.00	2017.97	2017-12-20
A/Aichi/17/2018	EPI1312669	2018-01-15	Japan Korea	Japan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.15	13.00	2018.04	2018-01-15
A/England/595/2018	EPI1341862	2018-10-20	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.14	16.00	2018.80	2018-10-20
A/Bretagne/925/2019	EPI1367298	2019-02-06	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.09	15.00	2019.10	2019-02-07
A/Cardiff/6094/2018	EPI1319834	2018-10-30	Europe	United Kingdom	unknown	Public Health Wales Microbiology	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.13	15.00	2018.83	2018-10-30
A/Aichi/201/2018	EPI1319090	2018-08-29	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.11	14.00	2018.66	2018-08-29
A/Qinghai-Haiyan/SWL1482/2018	EPI1351389	2018-12-24	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.10	13.00	2018.98	2018-12-24
A/Xinjiang-Tianshan/SWL11169/2018	EPI1339249	2018-11-22	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.11	13.00	2018.89	2018-11-22
A/Phetchaburi/1136/2018	EPI1310977	2018-06-18	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.24	13.00	2018.46	2018-06-18
A/Trang/285/2018	EPI1359503	2018-10-01	Southeast Asia	Thailand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	7.00	0.11	13.00	2018.75	2018-10-01
A/Lao/220/2018	EPI1249410	2018-01-29	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.02	12.00	2018.08	2018-01-29
A/AbuDhabi/178/2017	EPI1180164	2017-10-30	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.05	12.00	2017.83	2017-10-30
A/Alabama/22/2017	EPI1093878	2017-10-09	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.06	12.00	2017.77	2017-10-09
A/Oman/3192/2017	EPI1082186	2017-06-09	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.09	0.21	6b1.A	0.00	0.00	0.00	6.00	0.21	11.00	2017.44	2017-06-10
A/Petropavlovsk-Kamchatski/RII-3465S/2018	EPI1280223	2018-01-01	West Asia	Kazakhstan	unknown	Who National Influenza Centre Russian Federation	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.04	13.00	2018.00	2018-XX-XX
A/England/73280602/2017	EPI1112773	2017-07-19	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.22	11.00	2017.55	2017-07-19
A/India/2613/2017	EPI1164279	2017-09-05	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	7.00	0.13	13.00	2017.68	2017-09-06
A/India/5869/2017	EPI1161965	2017-10-12	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.09	12.00	2017.78	2017-10-13
A/Yamanashi/17210/2017	EPI1126318	2017-09-01	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.14	11.00	2017.67	2017-09-01
A/Oman/5276/2017	EPI1099428	2017-09-14	West Asia	Oman	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.12	12.00	2017.70	2017-XX-XX
A/India/4769/2018	EPI1278083	2018-02-18	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.02	13.00	2018.14	2018-02-19
A/Cambodia/1161/2017	EPI1210968	2017-12-26	Southeast Asia	Cambodia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.04	11.00	2017.99	2017-12-27
A/India/4316/2018	EPI1278091	2018-04-09	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	7.00	0.01	13.00	2018.27	2018-04-09
A/SouthAfrica/R09314/2018	EPI1316267	2018-06-20	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.08	15.00	2018.47	2018-06-21
A/SouthAfrica/5719/2018	EPI1326095	2018-04-20	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	7.00	0.08	15.00	2018.30	2018-04-20
A/Brazil/823713/2018	EPI1326111	2018-06-18	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.09	17.00	2018.46	2018-06-18
A/Brisbane/2/2018	EPI1212884	2018-01-03	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.17	15.00	2018.01	2018-01-04
A/Iceland/85/2018	EPI1262209	2018-05-02	Europe	Iceland	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	7.00	0.05	15.00	2018.33	2018-05-02
A/Minnesota/34/2018	EPI1246188	2018-04-27	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.05	15.00	2018.32	2018-04-27
A/Para/151778-IEC/2018	EPI1305024	2018-03-26	South America	Brazil	unknown	Evandro Chagas Institute	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.07	16.00	2018.24	2018-03-27
A/NewJersey/13/2018	EPI1202039	2018-02-17	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.10	15.00	2018.13	2018-02-18
A/Alabama/2/2018	EPI1161997	2018-01-03	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.17	15.00	2018.01	2018-01-03
A/Norway/3133/2017	EPI1087698	2017-08-21	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.18	12.00	2017.64	2017-08-21
A/Cambodia/1095/2017	EPI1210960	2017-12-07	Southeast Asia	Cambodia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.06	11.00	2017.93	2017-12-07
A/Navarra/1985/2017	EPI1032468	2017-06-30	Europe	Spain	unknown	Instituto De Salud Carlos Iii	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.34	12.00	2017.50	2017-06-30
A/India/322/2017	EPI1162350	2017-08-03	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.23	12.00	2017.59	2017-08-04
A/Indiana/36/2017	EPI1162908	2017-12-15	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.05	13.00	2017.96	2017-12-16
A/Chanthaburi/317/2018	EPI1363307	2018-10-31	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.08	13.00	2018.84	2018-11-01
A/Hainan/SWL2018-28191/2018	EPI1340957	2018-04-02	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.03	13.00	2018.25	2018-04-02
A/Bolivia/1696/2018	EPI1282276	2018-04-25	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.03	13.00	2018.31	2018-04-25
A/Bolivia/2144/2018	EPI1282247	2018-04-29	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.02	13.00	2018.33	2018-04-30
A/Sakai/25/2018	EPI1257805	2018-03-30	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.07	13.00	2018.24	2018-03-30
A/Beijing-Xicheng/1633/2018	EPI1311927	2018-03-14	China	China	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.11	12.00	2018.20	2018-03-14
A/Dundgovi/1639/2018	EPI1267834	2018-06-05	West Asia	Mongolia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.08	12.00	2018.43	2018-06-06
A/Stockholm/42/2017	EPI1086562	2017-08-28	Europe	Sweden	unknown	Public Health Agency Of Sweden	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.39	12.00	2017.66	2017-08-28
A/Kanagawa/83/2018	EPI1281121	2018-06-12	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	7.00	0.09	14.00	2018.45	2018-06-13
A/Lao/3795/2017	EPI1164516	2017-10-01	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.31	12.00	2017.75	2017-10-02
A/Lao/F0920/2018	EPI1333618	2018-04-29	Southeast Asia	Laos	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.07	12.00	2018.33	2018-04-30
A/Lao/F1960/2018	EPI1366324	2018-08-13	Southeast Asia	Laos	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.08	14.00	2018.62	2018-08-13
A/SouthAustralia/1025/2018	EPI1328783	2018-10-01	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.08	13.00	2018.75	2018-10-02
A/Illinois/1/2019	EPI1361301	2019-01-06	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	7.00	0.08	16.00	2019.02	2019-01-06
A/Sydney/9/2018	EPI1242898	2018-01-22	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.20	12.00	2018.06	2018-01-23
A/Yasothon/82/2018	EPI1281649	2018-04-05	Southeast Asia	Thailand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.09	0.24	6b1.A/183P-1	0.00	0.00	0.00	6.00	0.09	12.00	2018.26	2018-04-05
