Accession,Length,Host,Protein,Subtype,Country,Region,Month,Day,Year,Virus,Age,BirthYear
ABI30617,757,Human,PB1,H3N2,New Zealand,S,7,1,2005,Influenza A virus (A/Otago/1/2005(H3N2))XX,28,1977
ABI30821,566,Human,HA,H3N2,New Zealand,S,8,31,2005,Influenza A virus (A/Otago/4/2005(H3N2))XX,19,1986
ACI26347,716,Human,PA,H3N2,USA,N,1,23,2008,Influenza A virus (A/Pennsylvania/PIT02/2008(H3N2))XX,9,1999
ACI26351,566,Human,HA,H3N2,USA,N,1,17,2008,Influenza A virus (A/Pennsylvania/PIT06/2008(H3N2))XX,6,2002
ACI26365,469,Human,NA,H3N2,USA,N,1,15,2008,Influenza A virus (A/Pennsylvania/PIT08/2008(H3N2))XX,8,2000
ACI26494,566,Human,HA,H3N2,USA,N,1,10,2008,Influenza A virus (A/Pennsylvania/PIT12/2008(H3N2))XX,7,2001
ACI26505,566,Human,HA,H3N2,USA,N,1,25,2008,Influenza A virus (A/Pennsylvania/PIT20/2008(H3N2))XX,9,1999
ACI26515,759,Human,PB2,H3N2,USA,N,1,25,2008,Influenza A virus (A/Pennsylvania/PIT20/2008(H3N2))XX,9,1999
ACI26519,469,Human,NA,H3N2,USA,N,2,11,2008,Influenza A virus (A/Pennsylvania/PIT25/2008(H3N2))XX,10,1998
ACI26520,498,Human,NP,H3N2,USA,N,2,11,2008,Influenza A virus (A/Pennsylvania/PIT25/2008(H3N2))XX,10,1998
ACI26523,716,Human,PA,H3N2,USA,N,2,11,2008,Influenza A virus (A/Pennsylvania/PIT25/2008(H3N2))XX,10,1998
ACI26524,757,Human,PB1,H3N2,USA,N,2,11,2008,Influenza A virus (A/Pennsylvania/PIT25/2008(H3N2))XX,10,1998
ACI26526,759,Human,PB2,H3N2,USA,N,2,11,2008,Influenza A virus (A/Pennsylvania/PIT25/2008(H3N2))XX,10,1998
ACO36334,468,Human,NA,H3N2,USA,N,2,5,2008,Influenza A virus (A/Pennsylvania/PIT37/2008(H3N2))XX,7,2001
ACO36335,498,Human,NP,H3N2,USA,N,2,5,2008,Influenza A virus (A/Pennsylvania/PIT37/2008(H3N2))XX,7,2001
ACO36338,714,Human,PA,H3N2,USA,N,2,5,2008,Influenza A virus (A/Pennsylvania/PIT37/2008(H3N2))XX,7,2001
ACO36342,566,Human,HA,H3N2,USA,N,2,21,2008,Influenza A virus (A/Pennsylvania/PIT39/2008(H3N2))XX,10,1998
ACO36345,469,Human,NA,H3N2,USA,N,2,21,2008,Influenza A virus (A/Pennsylvania/PIT39/2008(H3N2))XX,10,1998
ACO36349,716,Human,PA,H3N2,USA,N,2,21,2008,Influenza A virus (A/Pennsylvania/PIT39/2008(H3N2))XX,10,1998
ACO36350,757,Human,PB1,H3N2,USA,N,2,21,2008,Influenza A virus (A/Pennsylvania/PIT39/2008(H3N2))XX,10,1998
ACL12173,566,Human,HA,H3N2,USA,N,2,20,2008,Influenza A virus (A/Pennsylvania/PIT42/2008(H3N2))XX,8,2000
ACI26538,566,Human,HA,H3N2,USA,N,2,20,2008,Influenza A virus (A/Pennsylvania/PIT43/2008(H3N2))XX,8,2000
ACI26542,498,Human,NP,H3N2,USA,N,2,20,2008,Influenza A virus (A/Pennsylvania/PIT43/2008(H3N2))XX,8,2000
ACX46255,125,Human,PA,H3N2,Philippines,T,5,28,2007,Influenza A virus (A/Philippines/1616/2007(H3N2))XX,2,2005
ACD62326,328,Human,HA,H3N2,Philippines,T,6,21,2007,Influenza A virus (A/Philippines/1908/2007(H3N2))XX,1,2006
ACD62328,88,Human,M2,H3N2,Philippines,T,6,21,2007,Influenza A virus (A/Philippines/1908/2007(H3N2))XX,1,2006
ACD62368,336,Human,HA,H3N2,Philippines,T,10,1,2007,Influenza A virus (A/Philippines/3841/2007(H3N2))XX,23,1984
ACD62314,323,Human,HA,H3N2,Philippines,T,2,27,2007,Influenza A virus (A/Philippines/725/2007(H3N2))XX,9,1998
ACD62316,86,Human,M2,H3N2,Philippines,T,2,27,2007,Influenza A virus (A/Philippines/725/2007(H3N2))XX,9,1998
ACN32286,469,Human,NA,H3N2,Qatar,N,1,29,2008,Influenza A virus (A/Qatar/AF02/2008(H3N2))XX,46,1962
ACN32288,230,Human,NS1,H3N2,Qatar,N,1,29,2008,Influenza A virus (A/Qatar/AF02/2008(H3N2))XX,46,1962
ACN32290,716,Human,PA,H3N2,Qatar,N,1,29,2008,Influenza A virus (A/Qatar/AF02/2008(H3N2))XX,46,1962
ACN32291,757,Human,PB1,H3N2,Qatar,N,1,29,2008,Influenza A virus (A/Qatar/AF02/2008(H3N2))XX,46,1962
ACN32292,90,Human,PB1-F2,H3N2,Qatar,N,1,29,2008,Influenza A virus (A/Qatar/AF02/2008(H3N2))XX,46,1962
ACN32293,759,Human,PB2,H3N2,Qatar,N,1,29,2008,Influenza A virus (A/Qatar/AF02/2008(H3N2))XX,46,1962
ACA65920,350,Human,HA,H3N2,Qatar,N,1,29,2008,Influenza A virus (A/Qatar/AF1164/2008(H3N2))XX,46,1962
ACD69274,334,Human,HA,H3N2,Qatar,N,3,24,2008,Influenza A virus (A/Qatar/AF1553/2008(H3N2))XX,22,1986
ADK87301,469,Human,NA,H3N2,China,N,9,6,2009,Influenza A virus (A/Qingdao/1115/2009(H3N2))XX,6,2003
ADK87302,566,Human,HA,H3N2,China,N,9,6,2009,Influenza A virus (A/Qingdao/1116/2009(H3N2))XX,7,2002
ADK87304,566,Human,HA,H3N2,China,N,9,6,2009,Influenza A virus (A/Qingdao/1118/2009(H3N2))XX,6,2003
ADK87305,469,Human,NA,H3N2,China,N,9,6,2009,Influenza A virus (A/Qingdao/1118/2009(H3N2))XX,6,2003
ADK87306,566,Human,HA,H3N2,China,N,9,9,2009,Influenza A virus (A/Qingdao/1157/2009(H3N2))XX,22,1987
ADK87307,469,Human,NA,H3N2,China,N,9,9,2009,Influenza A virus (A/Qingdao/1157/2009(H3N2))XX,22,1987
ADK87308,566,Human,HA,H3N2,China,N,9,9,2009,Influenza A virus (A/Qingdao/1158/2009(H3N2))XX,22,1987
ADK87309,566,Human,HA,H3N2,China,N,9,9,2009,Influenza A virus (A/Qingdao/1167/2009(H3N2))XX,8,2001
ADK87313,566,Human,HA,H3N2,China,N,9,14,2009,Influenza A virus (A/Qingdao/1231/2009(H3N2))XX,9,2000
ADK87314,469,Human,NA,H3N2,China,N,9,14,2009,Influenza A virus (A/Qingdao/1231/2009(H3N2))XX,9,2000
ADK87323,566,Human,HA,H3N2,China,N,9,17,2009,Influenza A virus (A/Qingdao/1329/2009(H3N2))XX,6,2003
ADK87324,469,Human,NA,H3N2,China,N,9,17,2009,Influenza A virus (A/Qingdao/1329/2009(H3N2))XX,6,2003
ADK87325,566,Human,HA,H3N2,China,N,9,17,2009,Influenza A virus (A/Qingdao/1341/2009(H3N2))XX,8,2001
ADK87326,566,Human,HA,H3N2,China,N,9,17,2009,Influenza A virus (A/Qingdao/1346/2009(H3N2))XX,10,1999
ADK87327,469,Human,NA,H3N2,China,N,9,17,2009,Influenza A virus (A/Qingdao/1346/2009(H3N2))XX,10,1999
ADK87287,566,Human,HA,H3N2,China,N,9,17,2009,Influenza A virus (A/Qingdao/2144/2009(H3N2))XX,9,2000
ADK87288,566,Human,HA,H3N2,China,N,9,18,2009,Influenza A virus (A/Qingdao/2157/2009(H3N2))XX,8,2001
ADK87289,566,Human,HA,H3N2,China,N,9,18,2009,Influenza A virus (A/Qingdao/2162/2009(H3N2))XX,13,1996
ADK87290,469,Human,NA,H3N2,China,N,9,21,2009,Influenza A virus (A/Qingdao/2168/2009(H3N2))XX,9,2000
ADK87291,566,Human,HA,H3N2,China,N,9,22,2009,Influenza A virus (A/Qingdao/2181/2009(H3N2))XX,14,1995
ADK87292,469,Human,NA,H3N2,China,N,9,22,2009,Influenza A virus (A/Qingdao/2182/2009(H3N2))XX,13,1996
ADK87293,566,Human,HA,H3N2,China,N,9,22,2009,Influenza A virus (A/Qingdao/2199/2009(H3N2))XX,54,1955
ADK87294,469,Human,NA,H3N2,China,N,9,22,2009,Influenza A virus (A/Qingdao/2199/2009(H3N2))XX,54,1955
ADK87295,566,Human,HA,H3N2,China,N,9,22,2009,Influenza A virus (A/Qingdao/2200/2009(H3N2))XX,3,2006
ADK90206,566,Human,HA,H3N2,China,N,8,26,2009,Influenza A virus (A/Qingdao/505/2009(H3N2))XX,11,1998
ADK90207,566,Human,HA,H3N2,China,N,9,1,2009,Influenza A virus (A/Qingdao/522/2009(H3N2))XX,25,1984
ABL67412,230,Human,NS1,H3N2,Australia,S,7,12,2005,Influenza A virus (A/Queensland/51/2005(H3N2))XX,12,1993
ABL67417,759,Human,PB2,H3N2,Australia,S,7,12,2005,Influenza A virus (A/Queensland/51/2005(H3N2))XX,12,1993
ABL67418,566,Human,HA,H3N2,Australia,S,7,22,2005,Influenza A virus (A/Queensland/52/2005(H3N2))XX,0,2005
ABL67421,469,Human,NA,H3N2,Australia,S,7,22,2005,Influenza A virus (A/Queensland/52/2005(H3N2))XX,0,2005
ABL67423,230,Human,NS1,H3N2,Australia,S,7,22,2005,Influenza A virus (A/Queensland/52/2005(H3N2))XX,0,2005
ABL67425,716,Human,PA,H3N2,Australia,S,7,22,2005,Influenza A virus (A/Queensland/52/2005(H3N2))XX,0,2005
ABL67428,759,Human,PB2,H3N2,Australia,S,7,22,2005,Influenza A virus (A/Queensland/52/2005(H3N2))XX,0,2005
ABO32820,498,Human,NP,H3N2,Australia,S,7,26,2005,Influenza A virus (A/Queensland/53/2005(H3N2))XX,0,2005
ABO32823,716,Human,PA,H3N2,Australia,S,7,26,2005,Influenza A virus (A/Queensland/53/2005(H3N2))XX,0,2005
ABM22136,566,Human,HA,H3N2,Australia,S,8,11,2005,Influenza A virus (A/Queensland/54/2005(H3N2))XX,60,1945
ABM22139,469,Human,NA,H3N2,Australia,S,8,11,2005,Influenza A virus (A/Queensland/54/2005(H3N2))XX,60,1945
ABM22140,498,Human,NP,H3N2,Australia,S,8,11,2005,Influenza A virus (A/Queensland/54/2005(H3N2))XX,60,1945
ABM22144,757,Human,PB1,H3N2,Australia,S,8,11,2005,Influenza A virus (A/Queensland/54/2005(H3N2))XX,60,1945
ABM22150,469,Human,NA,H3N2,Australia,S,8,16,2005,Influenza A virus (A/Queensland/56/2005(H3N2))XX,66,1939
ABM22151,498,Human,NP,H3N2,Australia,S,8,16,2005,Influenza A virus (A/Queensland/56/2005(H3N2))XX,66,1939
ABM22152,230,Human,NS1,H3N2,Australia,S,8,16,2005,Influenza A virus (A/Queensland/56/2005(H3N2))XX,66,1939
ABM22155,757,Human,PB1,H3N2,Australia,S,8,16,2005,Influenza A virus (A/Queensland/56/2005(H3N2))XX,66,1939
ABM22157,759,Human,PB2,H3N2,Australia,S,8,16,2005,Influenza A virus (A/Queensland/56/2005(H3N2))XX,66,1939
ABK80289,566,Human,HA,H3N2,Australia,S,8,22,2005,Influenza A virus (A/Queensland/57/2005(H3N2))XX,3,2002
ABK80292,469,Human,NA,H3N2,Australia,S,8,22,2005,Influenza A virus (A/Queensland/57/2005(H3N2))XX,3,2002
ABK80297,757,Human,PB1,H3N2,Australia,S,8,22,2005,Influenza A virus (A/Queensland/57/2005(H3N2))XX,3,2002
ABK80299,759,Human,PB2,H3N2,Australia,S,8,22,2005,Influenza A virus (A/Queensland/57/2005(H3N2))XX,3,2002
ABN50769,97,Human,M2,H3N2,Australia,S,8,18,2005,Influenza A virus (A/Queensland/60/2005(H3N2))XX,3,2002
ABN50770,469,Human,NA,H3N2,Australia,S,8,18,2005,Influenza A virus (A/Queensland/60/2005(H3N2))XX,3,2002
ABN50775,757,Human,PB1,H3N2,Australia,S,8,18,2005,Influenza A virus (A/Queensland/60/2005(H3N2))XX,3,2002
ACD62353,555,Human,HA,H3N2,Australia,S,8,12,2007,Influenza A virus (A/South Australia/355/2007(H3N2))XX,42,1965
ACD69295,344,Human,HA,H3N2,USA,N,3,20,2008,Influenza A virus (A/South Carolina/AF1574/2008(H3N2))XX,32,1976
ACD87478,347,Human,HA,H3N2,USA,N,2,28,2008,Influenza A virus (A/South Carolina/AF1724/2008(H3N2))XX,7,2001
ACD87480,347,Human,HA,H3N2,USA,N,2,25,2008,Influenza A virus (A/South Carolina/AF1726/2008(H3N2))XX,4,2004
ACD69299,330,Human,HA,H3N2,USA,N,2,4,2008,Influenza A virus (A/South Dakota/AF1578/2008(H3N2))XX,47,1961
ACD69307,347,Human,HA,H3N2,USA,N,4,8,2008,Influenza A virus (A/South Dakota/AF1586/2008(H3N2))XX,24,1984
ACA65915,352,Human,HA,H3N2,South Korea,N,2,6,2008,Influenza A virus (A/South Korea/AF1159/2008(H3N2))XX,24,1984
ABI30736,469,Human,NA,H3N2,New Zealand,S,8,8,2005,Influenza A virus (A/Southland/5/2005(H3N2))XX,18,1987
ABI30743,759,Human,PB2,H3N2,New Zealand,S,8,8,2005,Influenza A virus (A/Southland/5/2005(H3N2))XX,18,1987
ACD62320,333,Human,HA,H3N2,Sri Lanka,T,5,30,2007,Influenza A virus (A/Sri Lanka/23/2007(H3N2))XX,17,1990
ACD62322,97,Human,M2,H3N2,Sri Lanka,T,5,30,2007,Influenza A virus (A/Sri Lanka/23/2007(H3N2))XX,17,1990
ACD62311,333,Human,HA,H3N2,Taiwan,N,2,4,2007,Influenza A virus (A/Taiwan/56/2007(H3N2))XX,14,1993
ACD62356,342,Human,HA,H3N2,Taiwan,N,10,11,2007,Influenza A virus (A/Taiwan/834/2007(H3N2))XX,7,2000
ACU79970,566,Human,HA,H3N2,USA,N,1,7,2008,Influenza A virus (A/Texas/AF01/2007(H3N2))XX,27,1981
ACD69323,347,Human,HA,H3N2,USA,N,1,22,2008,Influenza A virus (A/Texas/AF1602/2008(H3N2))XX,6,2002
ACD69325,333,Human,HA,H3N2,USA,N,1,22,2008,Influenza A virus (A/Texas/AF1604/2008(H3N2))XX,20,1988
ACD69326,347,Human,HA,H3N2,USA,N,1,22,2008,Influenza A virus (A/Texas/AF1605/2008(H3N2))XX,22,1986
ACD69327,347,Human,HA,H3N2,USA,N,1,23,2008,Influenza A virus (A/Texas/AF1606/2008(H3N2))XX,26,1982
ACD69332,347,Human,HA,H3N2,USA,N,1,24,2008,Influenza A virus (A/Texas/AF1611/2008(H3N2))XX,4,2004
ACD69337,347,Human,HA,H3N2,USA,N,1,22,2008,Influenza A virus (A/Texas/AF1616/2008(H3N2))XX,23,1985
ACD69338,342,Human,HA,H3N2,USA,N,1,22,2008,Influenza A virus (A/Texas/AF1617/2008(H3N2))XX,15,1993
ACD69341,347,Human,HA,H3N2,USA,N,1,25,2008,Influenza A virus (A/Texas/AF1620/2008(H3N2))XX,28,1980
ACD69344,333,Human,HA,H3N2,USA,N,2,1,2008,Influenza A virus (A/Texas/AF1623/2008(H3N2))XX,2,2006
ACD69348,347,Human,HA,H3N2,USA,N,2,4,2008,Influenza A virus (A/Texas/AF1627/2008(H3N2))XX,12,1996
ACD69360,347,Human,HA,H3N2,USA,N,2,8,2008,Influenza A virus (A/Texas/AF1639/2008(H3N2))XX,26,1982
ACD69364,337,Human,HA,H3N2,USA,N,2,12,2008,Influenza A virus (A/Texas/AF1645/2008(H3N2))XX,20,1988
ACD69365,347,Human,HA,H3N2,USA,N,2,12,2008,Influenza A virus (A/Texas/AF1646/2008(H3N2))XX,36,1972
ACD69368,347,Human,HA,H3N2,USA,N,2,14,2008,Influenza A virus (A/Texas/AF1649/2008(H3N2))XX,0,2008
ACD69370,347,Human,HA,H3N2,USA,N,2,15,2008,Influenza A virus (A/Texas/AF1651/2008(H3N2))XX,20,1988
ACD69372,347,Human,HA,H3N2,USA,N,2,15,2008,Influenza A virus (A/Texas/AF1654/2008(H3N2))XX,6,2002
ACD69375,347,Human,HA,H3N2,USA,N,2,18,2008,Influenza A virus (A/Texas/AF1658/2008(H3N2))XX,20,1988
ACD69379,347,Human,HA,H3N2,USA,N,2,19,2008,Influenza A virus (A/Texas/AF1662/2008(H3N2))XX,6,2002
ACD69391,347,Human,HA,H3N2,USA,N,3,3,2008,Influenza A virus (A/Texas/AF1675/2008(H3N2))XX,41,1967
ACD69078,347,Human,HA,H3N2,USA,N,8,23,2007,Influenza A virus (A/Texas/AF1680/2007(H3N2))XX,27,1980
ACD69079,347,Human,HA,H3N2,USA,N,9,26,2007,Influenza A virus (A/Texas/AF1681/2007(H3N2))XX,20,1987
ACD87454,347,Human,HA,H3N2,USA,N,1,31,2008,Influenza A virus (A/Texas/AF1700/2008(H3N2))XX,25,1983
ACD87455,347,Human,HA,H3N2,USA,N,1,29,2008,Influenza A virus (A/Texas/AF1701/2008(H3N2))XX,21,1987
ACD87457,347,Human,HA,H3N2,USA,N,1,29,2008,Influenza A virus (A/Texas/AF1703/2008(H3N2))XX,19,1989
ACD87460,341,Human,HA,H3N2,USA,N,1,31,2008,Influenza A virus (A/Texas/AF1706/2008(H3N2))XX,23,1985
ACD87469,346,Human,HA,H3N2,USA,N,2,13,2008,Influenza A virus (A/Texas/AF1715/2008(H3N2))XX,21,1987
ACD87501,347,Human,HA,H3N2,USA,N,3,10,2008,Influenza A virus (A/Texas/AF1747/2008(H3N2))XX,19,1989
ACD87518,333,Human,HA,H3N2,USA,N,2,27,2008,Influenza A virus (A/Texas/AF1764/2008(H3N2))XX,24,1984
ACD87528,347,Human,HA,H3N2,USA,N,2,28,2008,Influenza A virus (A/Texas/AF1774/2008(H3N2))XX,31,1977
ACD87541,337,Human,HA,H3N2,USA,N,2,12,2008,Influenza A virus (A/Texas/AF1787/2008(H3N2))XX,19,1989
ACH56700,340,Human,HA,H3N2,USA,N,2,4,2008,Influenza A virus (A/Texas/AF1873/2008(H3N2))XX,3,2005
ABW39873,252,Human,M1,H3N2,USA,N,2,20,2007,Influenza A virus (A/Texas/UR06-0356/2007(H3N2))XX,10,1997
ABW39879,716,Human,PA,H3N2,USA,N,2,20,2007,Influenza A virus (A/Texas/UR06-0356/2007(H3N2))XX,10,1997
ABW39880,757,Human,PB1,H3N2,USA,N,2,20,2007,Influenza A virus (A/Texas/UR06-0356/2007(H3N2))XX,10,1997
ABW91229,566,Human,HA,H3N2,USA,N,2,20,2007,Influenza A virus (A/Texas/UR06-0358/2007(H3N2))XX,2,2005
ABW91232,469,Human,NA,H3N2,USA,N,2,20,2007,Influenza A virus (A/Texas/UR06-0358/2007(H3N2))XX,2,2005
ABV30404,566,Human,HA,H3N2,USA,N,2,26,2007,Influenza A virus (A/Texas/UR06-0418/2007(H3N2))XX,10,1997
ABV30408,498,Human,NP,H3N2,USA,N,2,26,2007,Influenza A virus (A/Texas/UR06-0418/2007(H3N2))XX,10,1997
ABV30412,758,Human,PB1,H3N2,USA,N,2,26,2007,Influenza A virus (A/Texas/UR06-0418/2007(H3N2))XX,10,1997
ABV30261,566,Human,HA,H3N2,USA,N,3,2,2007,Influenza A virus (A/Texas/UR06-0480/2007(H3N2))XX,10,1997
ABV30263,97,Human,M2,H3N2,USA,N,3,2,2007,Influenza A virus (A/Texas/UR06-0480/2007(H3N2))XX,10,1997
ABV30264,469,Human,NA,H3N2,USA,N,3,2,2007,Influenza A virus (A/Texas/UR06-0480/2007(H3N2))XX,10,1997
ABV30266,230,Human,NS1,H3N2,USA,N,3,2,2007,Influenza A virus (A/Texas/UR06-0480/2007(H3N2))XX,10,1997
ABV30269,757,Human,PB1,H3N2,USA,N,3,2,2007,Influenza A virus (A/Texas/UR06-0480/2007(H3N2))XX,10,1997
ABV30270,90,Human,PB1-F2,H3N2,USA,N,3,2,2007,Influenza A virus (A/Texas/UR06-0480/2007(H3N2))XX,10,1997
ABV82566,498,Human,NP,H3N2,USA,N,3,9,2007,Influenza A virus (A/Texas/UR06-0566/2007(H3N2))XX,6,2001
ABY51278,757,Human,PB1,H3N2,USA,N,3,14,2007,Influenza A virus (A/Texas/UR06-0603/2007(H3N2))XX,3,2004
ACD62350,336,Human,HA,H3N2,Thailand,T,8,1,2007,Influenza A virus (A/Thailand/568/2007(H3N2))XX,2,2005
ACD62352,97,Human,M2,H3N2,Thailand,T,8,1,2007,Influenza A virus (A/Thailand/568/2007(H3N2))XX,2,2005
ACA24177,333,Human,HA,H3N2,Thailand,T,10,8,2007,Influenza A virus (A/Thailand/AF1114/2007(H3N2))XX,8,1999
ACA24188,347,Human,HA,H3N2,USA,N,1,17,2008,Influenza A virus (A/USA/AF1099/2008(H3N2))XX,55,1953
ACA24189,357,Human,HA,H3N2,USA,N,1,22,2008,Influenza A virus (A/USA/AF1100/2008(H3N2))XX,23,1985
ACA24190,352,Human,HA,H3N2,USA,N,1,4,2008,Influenza A virus (A/USA/AF1102/2008(H3N2))XX,23,1985
ACA24192,349,Human,HA,H3N2,USA,N,1,9,2008,Influenza A virus (A/USA/AF1104/2008(H3N2))XX,52,1956
ACA24176,347,Human,HA,H3N2,USA,N,12,26,2007,Influenza A virus (A/USA/AF1107/2007(H3N2))XX,20,1987
ACA24194,345,Human,HA,H3N2,USA,N,1,14,2008,Influenza A virus (A/USA/AF1108/2008(H3N2))XX,27,1981
ACA24195,347,Human,HA,H3N2,USA,N,1,23,2008,Influenza A virus (A/USA/AF1109/2008(H3N2))XX,24,1984
ACA24196,347,Human,HA,H3N2,USA,N,1,3,2008,Influenza A virus (A/USA/AF1110/2008(H3N2))XX,2,2006
ACA24197,352,Human,HA,H3N2,USA,N,1,3,2008,Influenza A virus (A/USA/AF1111/2008(H3N2))XX,23,1985
ACA24199,346,Human,HA,H3N2,USA,N,1,16,2008,Influenza A virus (A/USA/AF1113/2008(H3N2))XX,7,2001
ACA24179,347,Human,HA,H3N2,USA,N,12,28,2007,Influenza A virus (A/USA/AF1117/2007(H3N2))XX,21,1986
ACA24204,356,Human,HA,H3N2,USA,N,1,18,2008,Influenza A virus (A/USA/AF1122/2008(H3N2))XX,45,1963
ACA24205,347,Human,HA,H3N2,USA,N,1,12,2008,Influenza A virus (A/USA/AF1123/2008(H3N2))XX,19,1989
ACA24207,356,Human,HA,H3N2,USA,N,1,17,2008,Influenza A virus (A/USA/AF1125/2008(H3N2))XX,9,1999
ACA24210,349,Human,HA,H3N2,USA,N,1,17,2008,Influenza A virus (A/USA/AF1128/2008(H3N2))XX,5,2003
ACA24211,336,Human,HA,H3N2,USA,N,1,24,2008,Influenza A virus (A/USA/AF1130/2008(H3N2))XX,50,1958
ACA24212,340,Human,HA,H3N2,USA,N,1,14,2008,Influenza A virus (A/USA/AF1131/2008(H3N2))XX,56,1952
ACA24214,351,Human,HA,H3N2,USA,N,1,25,2008,Influenza A virus (A/USA/AF1133/2008(H3N2))XX,30,1978
ACA24216,374,Human,HA,H3N2,USA,N,1,17,2008,Influenza A virus (A/USA/AF1137/2008(H3N2))XX,7,2001
ACA24217,333,Human,HA,H3N2,USA,N,1,22,2008,Influenza A virus (A/USA/AF1138/2008(H3N2))XX,22,1986
ACA24184,347,Human,HA,H3N2,USA,N,12,26,2007,Influenza A virus (A/USA/AF1141/2007(H3N2))XX,2,2005
ACA24220,338,Human,HA,H3N2,USA,N,1,17,2008,Influenza A virus (A/USA/AF1142/2008(H3N2))XX,12,1996
ACA24221,333,Human,HA,H3N2,USA,N,1,23,2008,Influenza A virus (A/USA/AF1143/2008(H3N2))XX,46,1962
ACA24186,355,Human,HA,H3N2,USA,N,9,19,2007,Influenza A virus (A/USA/AF1147/2007(H3N2))XX,19,1988
ACA24224,335,Human,HA,H3N2,USA,N,1,23,2008,Influenza A virus (A/USA/AF1148/2008(H3N2))XX,22,1986
ACF41670,252,Human,M1,H3N2,USA,N,2,16,2007,Influenza A virus (A/Vermont/UR06-0329/2007(H3N2))XX,15,1992
ACF41672,469,Human,NA,H3N2,USA,N,2,16,2007,Influenza A virus (A/Vermont/UR06-0329/2007(H3N2))XX,15,1992
ABV30437,566,Human,HA,H3N2,USA,N,2,27,2007,Influenza A virus (A/Vermont/UR06-0470/2007(H3N2))XX,6,2001
ABV30067,498,Human,NP,H3N2,USA,N,2,28,2007,Influenza A virus (A/Vermont/UR06-0471/2007(H3N2))XX,14,1993
ABV29936,230,Human,NS1,H3N2,USA,N,3,2,2007,Influenza A virus (A/Vermont/UR06-0484/2007(H3N2))XX,7,2000
ABV30455,716,Human,PA,H3N2,USA,N,3,1,2007,Influenza A virus (A/Vermont/UR06-0486/2007(H3N2))XX,2,2005
ABV29820,759,Human,PB2,H3N2,USA,N,3,5,2007,Influenza A virus (A/Vermont/UR06-0524/2007(H3N2))XX,11,1996
ACD62338,328,Human,HA,H3N2,Australia,S,7,30,2007,Influenza A virus (A/Victoria/248/2007(H3N2))XX,60,1947
ACD62302,330,Human,HA,H3N2,Australia,S,1,1,2007,Influenza A virus (A/Victoria/500/2007(H3N2))XX,7,2000
ACD62304,86,Human,M2,H3N2,Australia,S,1,1,2007,Influenza A virus (A/Victoria/500/2007(H3N2))XX,7,2000
ABW36168,566,Human,HA,H3N2,USA,N,1,8,2007,Influenza A virus (A/Virginia/UR06-0021/2007(H3N2))XX,37,1970
ABW36171,469,Human,NA,H3N2,USA,N,1,8,2007,Influenza A virus (A/Virginia/UR06-0021/2007(H3N2))XX,37,1970
ABY81376,230,Human,NS1,H3N2,USA,N,3,1,2007,Influenza A virus (A/Virginia/UR06-0489/2007(H3N2))XX,63,1944
ABY81378,716,Human,PA,H3N2,USA,N,3,1,2007,Influenza A virus (A/Virginia/UR06-0489/2007(H3N2))XX,63,1944
ACA24700,566,Human,HA,H3N2,USA,N,3,13,2007,Influenza A virus (A/Virginia/UR06-0605/2007(H3N2))XX,13,1994
ACA24703,469,Human,NA,H3N2,USA,N,3,13,2007,Influenza A virus (A/Virginia/UR06-0605/2007(H3N2))XX,13,1994
ACA24707,716,Human,PA,H3N2,USA,N,3,13,2007,Influenza A virus (A/Virginia/UR06-0605/2007(H3N2))XX,13,1994
ABI30576,566,Human,HA,H3N2,New Zealand,S,1,25,2005,Influenza A virus (A/Waikato/1/2005(H3N2))XX,52,1953
ABI30584,757,Human,PB1,H3N2,New Zealand,S,1,25,2005,Influenza A virus (A/Waikato/1/2005(H3N2))XX,52,1953
ABI30843,566,Human,HA,H3N2,New Zealand,S,9,13,2005,Influenza A virus (A/Waikato/12/2005(H3N2))XX,13,1992
ABI30851,757,Human,PB1,H3N2,New Zealand,S,9,13,2005,Influenza A virus (A/Waikato/12/2005(H3N2))XX,13,1992
ABI92445,566,Human,HA,H3N2,New Zealand,S,8,11,2005,Influenza A virus (A/Waikato/15/2005(H3N2))XX,45,1960
ABI92452,716,Human,PA,H3N2,New Zealand,S,8,11,2005,Influenza A virus (A/Waikato/15/2005(H3N2))XX,45,1960
ABI30774,757,Human,PB1,H3N2,New Zealand,S,8,9,2005,Influenza A virus (A/Waikato/16/2005(H3N2))XX,0,2005
ABI92411,759,Human,PB2,H3N2,New Zealand,S,4,13,2005,Influenza A virus (A/Waikato/3/2005(H3N2))XX,47,1958
ABI30747,469,Human,NA,H3N2,New Zealand,S,8,9,2005,Influenza A virus (A/Waikato/8/2005(H3N2))XX,20,1985
ABI30749,230,Human,NS1,H3N2,New Zealand,S,8,9,2005,Influenza A virus (A/Waikato/8/2005(H3N2))XX,20,1985
ABI30752,757,Human,PB1,H3N2,New Zealand,S,8,9,2005,Influenza A virus (A/Waikato/8/2005(H3N2))XX,20,1985
ABI30754,759,Human,PB2,H3N2,New Zealand,S,8,9,2005,Influenza A virus (A/Waikato/8/2005(H3N2))XX,20,1985
ABI30810,566,Human,HA,H3N2,New Zealand,S,8,15,2005,Influenza A virus (A/Waikato/9/2005(H3N2))XX,32,1973
ABI30812,97,Human,M2,H3N2,New Zealand,S,8,15,2005,Influenza A virus (A/Waikato/9/2005(H3N2))XX,32,1973
